UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,ambient_temp_C,load_density_pct,ambient_temp_K,temp_differential_K,load_adjusted_torque,wear_per_load,Type_enc
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,2024-01-01 07:30:00,20.16558785178983,33.71071812315464,293.3155878517898,5.484412148210197,141.45486655099376,43.14971919763794,1
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,2024-01-01 07:40:00,20.38196533420694,84.86863408330198,293.5319653342069,5.168034665793073,30.045895425530087,110.32922430829258,2
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,2024-01-01 07:50:00,20.38196533420694,84.86863408330198,293.5319653342069,5.268034665793095,53.91957202333499,112.87528333079165,1
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,2024-01-01 08:00:00,20.38196533420694,84.86863408330198,293.5319653342069,5.268034665793095,62.77030090837487,114.57265601245768,0
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,2024-01-01 08:10:00,20.38196533420694,84.86863408330198,293.5319653342069,5.368034665793061,51.357518925033986,118.81608771662277,2
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,2024-01-01 08:20:00,20.38196533420694,84.86863408330198,293.5319653342069,5.368034665793061,5.357020114629395,121.36214673912184,1
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,2024-01-01 08:30:00,20.38196533420694,84.86863408330198,293.5319653342069,5.368034665793061,63.93487049851169,123.05951942078788,1
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,2024-01-01 08:40:00,22.485688103336276,86.0852642076898,295.63568810333624,3.1643118966637758,50.2955355288827,126.545338385304,0
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,2024-01-01 08:50:00,22.485688103336276,86.0852642076898,295.63568810333624,3.064311896663753,40.305326416981345,130.8496015956885,1
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,2024-01-01 09:00:00,22.485688103336276,86.0852642076898,295.63568810333624,3.064311896663753,34.56382692738286,132.5713068798423,1
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,2024-01-01 09:10:00,22.485688103336276,86.0852642076898,295.63568810333624,3.1643118966637758,46.73580584533165,134.29301216399608,1
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,2024-01-01 09:20:00,22.485688103336276,86.0852642076898,295.63568810333624,3.1643118966637758,48.68791567179513,136.0147174481499,1
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,2024-01-01 09:30:00,22.485688103336276,86.0852642076898,295.63568810333624,3.1643118966637758,46.27648588616376,137.73642273230368,1
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,2024-01-01 09:40:00,22.975001139730136,83.99324359259184,296.1250011397301,2.674998860269909,34.70864124377443,136.06905461999878,2
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,2024-01-01 09:50:00,22.975001139730136,83.99324359259184,296.1250011397301,2.674998860269909,64.00508758173997,138.58885192777655,1
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,2024-01-01 10:00:00,22.975001139730136,83.99324359259184,296.1250011397301,2.674998860269909,61.88727218381475,140.26871679962838,1
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,2024-01-01 10:10:00,22.975001139730136,83.99324359259184,296.1250011397301,2.674998860269909,44.944749000413,141.9485816714802,2
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,2024-01-01 10:20:00,22.975001139730136,83.99324359259184,296.1250011397301,2.674998860269909,26.943318118048623,144.46837897925795,1
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,2024-01-01 10:30:00,22.975001139730136,83.99324359259184,296.1250011397301,2.774998860269875,30.47301044792399,146.1482438511098,2
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,2024-01-01 10:40:00,24.179056265611298,78.2735187491278,297.32905626561126,1.670943734388743,48.69217439704566,138.5441281859562,1
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,2024-01-01 10:50:00,24.179056265611298,78.2735187491278,297.32905626561126,1.670943734388743,56.89163381623729,140.10959856093876,1
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,2024-01-01 11:00:00,24.179056265611298,78.2735187491278,297.32905626561126,1.5709437343887203,36.20376697396918,141.67506893592133,2
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,2024-01-01 11:10:00,24.179056265611298,78.2735187491278,297.32905626561126,1.4709437343887544,55.63017852097704,144.02327449839515,0
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,2024-01-01 11:20:00,24.179056265611298,78.2735187491278,297.32905626561126,1.4709437343887544,40.87115156643211,147.93695043585154,1
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,2024-01-01 11:30:00,24.179056265611298,78.2735187491278,297.32905626561126,1.5709437343887203,82.87761289859844,149.5024208108341,1
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,2024-01-01 11:40:00,25.780743791653066,81.61492036134644,298.9307437916531,-0.030743791653094377,27.355833427122697,157.51679629739863,2
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,2024-01-01 11:50:00,25.780743791653066,81.61492036134644,298.9307437916531,-0.030743791653094377,55.07479738646383,159.96524390823902,1
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,2024-01-01 12:00:00,25.780743791653066,81.61492036134644,298.9307437916531,-0.030743791653094377,53.74331876832954,161.59754231546594,1
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,2024-01-01 12:10:00,25.780743791653066,81.61492036134644,298.9307437916531,0.06925620834692836,42.36522875881833,163.22984072269287,1
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,2024-01-01 12:20:00,25.780743791653066,81.61492036134644,298.9307437916531,-0.030743791653094377,39.09705396885234,164.8621391299198,1
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,2024-01-01 12:30:00,25.780743791653066,81.61492036134644,298.9307437916531,-0.13074379165306027,56.5273195153376,166.49443753714672,1
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,2024-01-01 12:40:00,24.851142891663457,79.90321757443634,298.00114289166345,0.7988571083365628,59.20654509930809,164.60062820333886,1
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,2024-01-01 12:50:00,24.851142891663457,79.90321757443634,298.00114289166345,0.7988571083365628,51.04864953238881,166.19869255482757,1
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,2024-01-01 13:00:00,24.851142891663457,79.90321757443634,298.00114289166345,0.7988571083365628,63.656306317627696,0.0,1
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,2024-01-01 13:10:00,24.851142891663457,79.90321757443634,298.00114289166345,0.7988571083365628,46.84609727064252,1.5980643514887267,1
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,2024-01-01 13:20:00,24.851142891663457,79.90321757443634,298.00114289166345,0.7988571083365628,61.6786346650412,3.1961287029774534,0
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,2024-01-01 13:30:00,24.851142891663457,79.90321757443634,298.00114289166345,0.8988571083365287,58.71212718616147,7.19128958169927,1
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,2024-01-01 13:40:00,25.501334933902417,76.38519255707949,298.6513349339024,0.24866506609760108,52.723264815689156,8.402371181278745,1
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,2024-01-01 13:50:00,25.501334933902417,76.38519255707949,298.6513349339024,0.3486650660976238,51.81869899777293,9.930075032420334,1
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,2024-01-01 14:00:00,25.501334933902417,76.38519255707949,298.6513349339024,0.24866506609760108,61.51047561830402,11.457778883561925,1
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,2024-01-01 14:10:00,25.501334933902417,76.38519255707949,298.6513349339024,0.3486650660976238,34.63194845736445,12.985482734703513,2
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,2024-01-01 14:20:00,25.501334933902417,76.38519255707949,298.6513349339024,0.3486650660976238,56.72919915217534,15.277038511415899,0
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,2024-01-01 14:30:00,25.501334933902417,76.38519255707949,298.6513349339024,0.3486650660976238,41.09313287105184,19.096298139269873,1
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,2024-01-01 14:40:00,26.601810045074725,81.29743712688641,299.7518100450747,-0.7518100450747056,54.92273098408948,21.95030802425933,2
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,2024-01-01 14:50:00,26.601810045074725,81.29743712688641,299.7518100450747,-0.8518100450747284,47.996634377688814,24.389231138065924,2
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,2024-01-01 15:00:00,26.601810045074725,81.29743712688641,299.7518100450747,-0.8518100450747284,31.34970042897143,26.828154251872515,1
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,2024-01-01 15:10:00,26.601810045074725,81.29743712688641,299.7518100450747,-0.8518100450747284,30.256106227960796,28.454102994410242,1
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,2024-01-01 15:20:00,26.601810045074725,81.29743712688641,299.7518100450747,-0.8518100450747284,32.9293364970979,30.080051736947972,2
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,2024-01-01 15:30:00,26.601810045074725,81.29743712688641,299.7518100450747,-0.6518100450746829,52.24950071495238,32.51897485075456,1
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,2024-01-01 15:40:00,26.071004303645303,55.28384083536079,299.22100430364526,-0.22100430364525891,56.6770133781605,23.21921315085153,1
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,2024-01-01 15:50:00,26.071004303645303,55.28384083536079,299.22100430364526,-0.22100430364525891,92.7442037097172,24.324889967558747,2
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,2024-01-01 16:00:00,26.071004303645303,55.28384083536079,299.22100430364526,-0.22100430364525891,62.717823581475415,25.98340519261957,2
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,2024-01-01 16:10:00,26.071004303645303,55.28384083536079,299.22100430364526,-0.32100430364528165,53.123595611504676,27.641920417680392,2
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,2024-01-01 16:20:00,26.071004303645303,55.28384083536079,299.22100430364526,-0.32100430364528165,58.09838048482285,29.300435642741217,1
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,2024-01-01 16:30:00,26.071004303645303,55.28384083536079,299.22100430364526,-0.42100430364524755,78.88587441975945,30.406112459448433,1
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,2024-01-01 16:40:00,26.633164953465915,64.75071755384626,299.78316495346587,-0.9831649534658595,38.02239873584096,36.90790900569237,1
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,2024-01-01 16:50:00,26.633164953465915,64.75071755384626,299.78316495346587,-0.9831649534658595,31.482546153276314,38.20292335676929,1
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,2024-01-01 17:00:00,26.633164953465915,64.75071755384626,299.78316495346587,-0.9831649534658595,61.74837554700572,39.49793770784622,1
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,2024-01-01 17:10:00,26.633164953465915,64.75071755384626,299.78316495346587,-0.9831649534658595,61.59628595206235,40.79295205892314,2
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,2024-01-01 17:20:00,26.633164953465915,64.75071755384626,299.78316495346587,-0.9831649534658595,66.00688420541991,42.73547358553853,1
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,2024-01-01 17:30:00,26.633164953465915,64.75071755384626,299.78316495346587,-0.9831649534658595,47.29986402738616,44.03048793661546,1
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,2024-01-01 17:40:00,24.860754713983273,58.14153081080643,298.01075471398326,0.7892452860167509,82.00666999160259,40.6990715675645,1
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,2024-01-01 17:50:00,24.860754713983273,58.14153081080643,298.01075471398326,0.7892452860167509,79.13220939395879,41.86190218378063,2
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,2024-01-01 18:00:00,24.860754713983273,58.14153081080643,298.01075471398326,0.8892452860167168,55.29109502526608,43.606148108104826,0
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,2024-01-01 18:10:00,24.860754713983273,58.14153081080643,298.01075471398326,0.8892452860167168,57.65829787038451,46.51322464864514,1
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,2024-01-01 18:20:00,24.860754713983273,58.14153081080643,298.01075471398326,0.7892452860167509,38.044331439403265,47.676055264861276,1
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,2024-01-01 18:30:00,24.860754713983273,58.14153081080643,298.01075471398326,0.6892452860167282,73.55237411617965,48.8388858810774,0
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,2024-01-01 18:40:00,23.421797107399268,60.80463862349136,296.5717971073992,2.228202892600791,63.91106052837015,54.11612837490731,2
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,2024-01-01 18:50:00,23.421797107399268,60.80463862349136,296.5717971073992,2.228202892600791,67.79426420604328,55.94026753361205,2
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,2024-01-01 19:00:00,23.421797107399268,60.80463862349136,296.5717971073992,2.228202892600791,47.569245051495756,57.76440669231679,1
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,2024-01-01 19:10:00,23.421797107399268,60.80463862349136,296.5717971073992,2.228202892600791,73.94267002902572,58.98049946478662,1
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,2024-01-01 19:20:00,23.421797107399268,60.80463862349136,296.5717971073992,2.328202892600757,55.17385225360563,60.196592237256446,1
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,2024-01-01 19:30:00,23.421797107399268,60.80463862349136,296.5717971073992,2.228202892600791,53.39405056800545,61.412685009726275,1
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,2024-01-01 19:40:00,24.518254309117353,61.133151486184566,297.66825430911734,1.131745690882667,45.22545425085688,62.9671460307701,2
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,2024-01-01 19:50:00,24.518254309117353,61.133151486184566,297.66825430911734,1.0317456908826443,65.50448355907028,64.80114057535565,1
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,2024-01-01 20:00:00,24.518254309117353,61.133151486184566,297.66825430911734,1.231745690882633,71.9422706410428,66.02380360507934,1
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,2024-01-01 20:10:00,24.518254309117353,61.133151486184566,297.66825430911734,1.231745690882633,66.30920694431684,67.24646663480303,1
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,2024-01-01 20:20:00,24.518254309117353,61.133151486184566,297.66825430911734,1.3317456908826557,81.59895126400156,68.46912966452672,1
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,2024-01-01 20:30:00,24.518254309117353,61.133151486184566,297.66825430911734,1.231745690882633,69.84998983940172,69.69179269425041,1
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,2024-01-01 20:40:00,21.871019028078273,58.96438010518369,295.02101902807823,3.8789809719217487,49.02910686048847,68.39868092201309,1
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,2024-01-01 20:50:00,21.871019028078273,58.96438010518369,295.02101902807823,3.8789809719217487,53.698545609106425,69.57796852411676,1
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,2024-01-01 21:00:00,21.871019028078273,58.96438010518369,295.02101902807823,3.9789809719217715,100.8932301040664,70.75725612622043,1
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,2024-01-01 21:10:00,21.871019028078273,58.96438010518369,295.02101902807823,3.8789809719217487,77.54603636097666,71.9365437283241,1
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,2024-01-01 21:20:00,21.871019028078273,58.96438010518369,295.02101902807823,3.9789809719217715,64.3715484630903,73.11583133042778,1
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,2024-01-01 21:30:00,21.871019028078273,58.96438010518369,295.02101902807823,3.8789809719217487,57.20062467056988,74.29511893253145,1
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,2024-01-01 21:40:00,20.81156740670524,62.346775205901096,293.9615674067052,4.838432593294783,64.88096649973006,79.8038722635534,1
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,2024-01-01 21:50:00,20.81156740670524,62.346775205901096,293.9615674067052,4.838432593294783,43.72756136356503,81.05080776767143,1
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,2024-01-01 22:00:00,20.81156740670524,62.346775205901096,293.9615674067052,4.73843259329476,68.19605237927831,82.29774327178944,2
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,2024-01-01 22:10:00,20.81156740670524,62.346775205901096,293.9615674067052,4.73843259329476,78.29917125028251,84.16814652796648,2
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,2024-01-01 22:20:00,20.81156740670524,62.346775205901096,293.9615674067052,4.838432593294783,83.66645315050349,86.03854978414351,1
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,2024-01-01 22:30:00,20.81156740670524,62.346775205901096,293.9615674067052,4.838432593294783,44.990451222440555,87.28548528826153,2
