timestamp,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,shift,production_load,power_quality_index,maintenance_window,operator_experience,wear_load_index,temperature_gap,power_stress_score
2025-01-02 02:00:00,27,L47206,L,299.1,309.5,1512,39.0,75,0,No Failure,Night,0.6798695128633439,0.98683444329994,0,2,50.99021346475079,10.399999999999977,0.5134567113023413
2025-01-02 03:00:00,28,H29441,H,299.1,309.4,1811,24.6,77,0,No Failure,Night,0.8056937753654446,0.9839193909384829,0,3,62.03842070313924,10.299999999999955,0.3955829829133205
2025-01-02 04:00:00,29,L47208,L,299.1,309.4,1439,44.2,82,0,No Failure,Night,0.836965827544817,0.9480851719553886,0,4,68.631197858675,10.299999999999955,2.2946353995718263
2025-01-02 05:00:00,30,L47209,L,299.0,309.4,1693,30.1,84,0,No Failure,Night,0.6185801650879991,0.9508351224700907,0,1,51.96073386739192,10.399999999999977,1.4798628136502694
2025-01-02 06:00:00,31,M14890,M,299.1,309.5,1339,48.2,86,0,No Failure,Night,0.8430179407605753,0.8508008712954532,0,2,72.49954290540948,10.399999999999977,7.191398003559154
2025-01-02 07:00:00,32,L47211,L,299.0,309.4,1798,25.5,89,0,No Failure,Night,0.6682096494749166,0.9977307349170403,0,1,59.470658803267575,10.399999999999977,0.057866259615471316
2025-01-02 08:00:00,33,L47212,L,299.0,309.4,1419,48.3,91,0,No Failure,Morning,0.6260206371941118,0.9816748905363721,0,3,56.96787798466418,10.399999999999977,0.8851027870932258
2025-01-02 09:00:00,34,L47213,L,298.9,309.3,1665,32.5,93,0,No Failure,Morning,0.9795542149013333,0.9842659338595138,0,3,91.098541985824,10.400000000000034,0.5113571495658022
2025-01-02 10:00:00,35,M14894,M,298.8,309.1,1559,34.7,95,0,No Failure,Morning,0.9862528132298237,0.9488866805576308,0,2,93.69401725683325,10.300000000000011,1.773632184650211
2025-01-02 11:00:00,36,M14895,M,298.8,309.2,1452,48.6,98,0,No Failure,Morning,0.9233589392465844,0.9017180392981805,0,5,90.48917604616527,10.399999999999977,4.776503290108428
2025-01-02 12:00:00,37,M14896,M,298.9,309.2,1581,36.7,101,0,No Failure,Morning,0.7218455076693483,0.9840472973635721,0,1,72.90639627460418,10.300000000000011,0.5854641867569038
2025-01-02 13:00:00,38,L47217,L,298.8,309.1,1439,39.2,104,0,No Failure,Morning,0.6390688456025535,0.8937275392226789,0,1,66.46315994266557,10.300000000000011,4.165880462470988
2025-01-02 14:00:00,39,H29452,H,298.9,309.2,1379,50.7,106,0,No Failure,Morning,0.8736932106048627,0.9344067315013305,0,3,92.61148032411545,10.300000000000011,3.3255787128825456
2025-01-02 15:00:00,40,L47219,L,298.8,309.1,1350,52.5,111,0,No Failure,Morning,0.7760609974958406,0.8649596458515824,0,1,86.1427707220383,10.300000000000011,7.089618592791926
2025-01-02 16:00:00,41,L47220,L,298.8,309.1,1362,45.4,113,0,No Failure,Evening,0.6488152939379115,0.9882933445199125,0,2,73.316128214984,10.300000000000011,0.531482158795974
2025-01-02 17:00:00,42,L47221,L,298.8,309.1,1368,50.8,115,0,No Failure,Evening,0.798070764044508,0.871115568665682,0,4,91.77813786511842,10.300000000000011,6.547329111783356
2025-01-02 18:00:00,43,M14902,M,298.8,309.1,1368,49.1,117,0,No Failure,Evening,0.6137554084460873,0.8837345208595611,0,3,71.80938278819222,10.300000000000011,5.7086350257955525
2025-01-02 19:00:00,44,H29457,H,298.8,309.2,1372,48.5,120,0,No Failure,Evening,0.9637281608315128,0.9337201237192323,1,4,115.64737929978153,10.399999999999977,3.2145739996172336
2025-01-02 20:00:00,45,M14904,M,298.8,309.1,1472,47.5,125,0,No Failure,Evening,0.7035119926400067,0.9646139500319473,1,1,87.93899908000084,10.300000000000011,1.6808373734825044
2025-01-02 21:00:00,46,L47225,L,298.8,309.1,1489,49.1,128,0,No Failure,Evening,0.8650089137415928,0.9429026958904448,1,5,110.72114095892388,10.300000000000011,2.8034776317791583
2025-01-02 22:00:00,47,M14906,M,298.7,309.0,1843,25.8,130,0,No Failure,Evening,0.7246844304357644,0.8848200869200235,1,2,94.20897595664937,10.300000000000011,2.971641757463395
2025-01-02 23:00:00,48,L47227,L,298.8,309.1,1418,46.3,133,0,No Failure,Evening,0.8080272084711243,0.8501414563791235,1,1,107.46761872665954,10.300000000000011,6.93845056964658
2025-01-03 00:00:00,49,H29462,H,298.8,309.2,1425,53.9,135,0,No Failure,Night,0.8186841117373118,0.9635725870461158,1,2,110.5223550845371,10.399999999999977,1.9634375582143575
2025-01-03 01:00:00,50,M14909,M,298.9,309.2,1412,44.1,140,0,No Failure,Night,0.6739417822102108,0.997781098886664,1,1,94.35184950942951,10.300000000000011,0.09785353909811771
2025-01-03 02:00:00,51,L47230,L,298.9,309.1,2861,4.6,143,1,Power Failure,Night,0.9878338511058234,0.9714869680459135,1,1,141.26024070813276,10.200000000000045,0.13115994698879788
2025-01-03 03:00:00,52,L47231,L,298.9,309.1,1383,54.9,145,0,No Failure,Night,0.9100531293444458,0.9190309927234923,1,1,131.95770375494465,10.200000000000045,4.445198499480272
2025-01-03 04:00:00,53,H29466,H,298.8,309.0,1497,43.8,147,0,No Failure,Night,0.9757995766256756,0.985565089209866,1,3,143.44253776397431,10.199999999999989,0.6322490926078708
2025-01-03 05:00:00,54,L47233,L,298.7,309.0,1565,35.1,152,0,No Failure,Night,0.9579309401710595,0.9114771509677525,1,4,145.60550290600105,10.300000000000011,3.107152001031887
2025-01-03 06:00:00,55,L47234,L,298.7,309.0,1691,30.1,154,0,No Failure,Night,0.8391599915244341,0.9287401126365201,1,5,129.23063869476286,10.300000000000011,2.1449226096407443
2025-01-03 07:00:00,56,L47235,L,298.8,309.1,1512,40.7,156,0,No Failure,Night,0.9687496940092467,0.9215694651093524,1,4,151.1249522654425,10.300000000000011,3.1921227700493557
2025-01-03 08:00:00,57,L47236,L,298.8,309.1,1477,42.4,158,0,No Failure,Morning,0.6353970008207678,0.9171435808998287,1,4,100.39272612968131,10.300000000000011,3.513112169847262
2025-01-03 09:00:00,58,L47237,L,298.8,309.1,1513,40.3,160,0,No Failure,Morning,0.6783931449676581,0.9662786153940859,1,2,108.5429031948253,10.300000000000011,1.3589717996183388
2025-01-03 10:00:00,59,M14918,M,298.8,309.0,1661,29.5,162,0,No Failure,Morning,0.6180909155642152,0.9290153360904237,1,3,100.13072832140287,10.199999999999989,2.0940475853324996
2025-01-03 11:00:00,60,L47239,L,298.8,309.1,1378,54.4,165,0,No Failure,Morning,0.7301321323053057,0.8975075683037824,1,3,120.47180183037544,10.300000000000011,5.575588284274236
2025-01-03 12:00:00,61,L47240,L,298.8,309.1,1393,52.6,167,0,No Failure,Morning,0.7554709158757928,0.8887237251487717,1,1,126.1636429512574,10.300000000000011,5.853132057174607
2025-01-03 13:00:00,62,M14921,M,298.8,309.0,1592,38.2,169,0,No Failure,Morning,0.7085396127095583,0.855662097545115,1,4,119.74319454791537,10.199999999999989,5.513707873776607
2025-01-03 14:00:00,63,L47242,L,298.8,309.0,1829,22.9,172,0,No Failure,Morning,0.9314950036607718,0.9374792742824569,1,5,160.21714062965273,10.199999999999989,1.4317246189317365
2025-01-03 15:00:00,64,M14923,M,298.9,309.0,1812,25.9,174,0,No Failure,Morning,0.7427013306774357,0.8844942123101551,1,2,129.23003153787383,10.100000000000023,2.9915999011669823
2025-01-03 16:00:00,65,L47244,L,299.0,309.1,1523,38.6,177,0,No Failure,Evening,0.7123738038749523,0.8722200883024575,1,3,126.09016328586655,10.100000000000023,4.932304591525143
2025-01-03 17:00:00,66,L47245,L,299.0,309.1,1394,45.1,179,0,No Failure,Evening,0.8170784332632994,0.9480744945741516,1,1,146.25703955413059,10.100000000000023,2.341840294705763
2025-01-03 18:00:00,67,M14926,M,298.9,308.9,1679,28.7,181,0,No Failure,Evening,0.6563696899899051,0.9521813886732323,1,5,118.80291388817282,10.0,1.3723941450782324
2025-01-03 19:00:00,68,H29481,H,298.8,308.9,1466,44.1,184,0,No Failure,Evening,0.9208787923016158,0.9628232338386499,1,4,169.44169778349732,10.099999999999966,1.6394953877155407
2025-01-03 20:00:00,69,L47248,L,298.8,308.9,1527,32.4,189,0,No Failure,Evening,0.6298202574719083,0.9255365344507887,1,5,119.03602866219066,10.099999999999966,2.412616283794448
2025-01-03 21:00:00,70,L47249,L,298.9,309.0,1410,65.7,191,1,Power Failure,Evening,0.9947547746402069,0.984108190780583,1,3,189.99816195627952,10.100000000000023,1.0440918657156981
2025-01-03 22:00:00,71,M14930,M,298.9,309.0,1924,22.6,193,0,No Failure,Evening,0.908897907718663,0.9904514130097342,1,2,175.41729618970194,10.100000000000023,0.21579806598000797
2025-01-03 23:00:00,72,L47251,L,298.9,309.1,1452,45.5,196,0,No Failure,Evening,0.679486272613669,0.9711056409688734,1,4,133.17930943227913,10.200000000000045,1.3146933359162594
2025-01-04 00:00:00,73,L47252,L,298.9,309.1,1369,44.4,198,0,No Failure,Night,0.602208846849441,0.9453390223012281,1,2,119.23735167618932,10.200000000000045,2.426947409825471
2025-01-04 01:00:00,74,L47253,L,299.0,309.1,1592,35.0,200,0,No Failure,Night,0.9261845713819337,0.8955581430386783,1,5,185.23691427638673,10.100000000000023,3.655464993646259
2025-01-04 02:00:00,75,L47254,L,298.9,309.0,1601,32.3,202,0,No Failure,Night,0.8827429375390468,0.9974417382430332,1,5,178.31407338288744,10.100000000000023,0.08263185475002856
2025-01-04 03:00:00,76,L47255,L,298.8,308.9,1379,46.7,204,0,No Failure,Night,0.8916028672163949,0.8911204250787907,1,1,181.88698491214456,10.099999999999966,5.084676148820472
2025-01-04 04:00:00,77,L47256,L,298.8,308.9,1461,47.9,206,0,No Failure,Night,0.9085081386743783,0.8803985382985646,1,4,187.15267656692194,10.099999999999966,5.728910015498754
2025-01-04 05:00:00,78,L47257,L,298.8,308.9,1455,41.3,208,1,Tool Wear Failure,Night,0.6296178606936361,0.9163231170679874,1,5,130.9605150242763,10.099999999999966,3.4558552650921195
2025-01-04 06:00:00,79,L47258,L,298.8,308.9,1398,51.5,0,0,No Failure,Night,0.7433862914177091,0.8585260856068583,0,3,0.0,10.099999999999966,7.285906591246799
2025-01-04 07:00:00,80,L47259,L,298.8,308.9,1402,37.9,2,0,No Failure,Night,0.6463476238100518,0.9967741697007686,0,3,1.2926952476201037,10.099999999999966,0.12225896834087015
2025-01-04 08:00:00,81,H29494,H,298.8,308.8,1445,49.9,4,0,No Failure,Morning,0.9452413703502374,0.9382650334624637,0,2,3.7809654814009495,10.0,3.080574830223061
2025-01-04 09:00:00,82,L47261,L,298.9,308.9,1450,47.5,9,0,No Failure,Morning,0.8493192507310232,0.9335428137496262,0,3,7.643873256579209,10.0,3.1567163468927544
2025-01-04 10:00:00,83,L47262,L,298.9,308.9,1453,40.8,11,0,No Failure,Morning,0.7323592099410596,0.948369441984958,0,5,8.055951309351656,10.0,2.106526767013714
2025-01-04 11:00:00,84,L47263,L,299.0,309.0,1469,40.1,13,0,No Failure,Morning,0.6254233401144095,0.924553547166581,0,3,8.130503421487322,10.0,3.025402758620102
2025-01-04 12:00:00,85,L47264,L,298.9,308.9,1422,47.6,15,0,No Failure,Morning,0.7243929286862649,0.8548095275641813,0,4,10.865893930293973,10.0,6.9110664879449715
2025-01-04 13:00:00,86,M14945,M,299.0,309.0,1804,26.8,17,0,No Failure,Morning,0.7300733288106989,0.9418466933260595,0,2,12.41124658978188,10.0,1.5585086188616049
2025-01-04 14:00:00,87,H29500,H,299.0,309.0,1436,43.9,20,0,No Failure,Morning,0.8918424713352255,0.9574260815434645,0,4,17.83684942670451,10.0,1.8689950202419068
2025-01-04 15:00:00,88,L47267,L,299.0,309.0,1544,31.8,25,0,No Failure,Morning,0.8550229885420852,0.912512359093608,0,5,21.37557471355213,10.0,2.7821069808232672
2025-01-04 16:00:00,89,M14948,M,299.0,309.0,1419,45.2,27,0,No Failure,Evening,0.9548850970305306,0.9635943358106789,0,5,25.781897619824328,10.0,1.6455360213573147
2025-01-04 17:00:00,90,M14949,M,298.9,308.9,1487,39.5,30,0,No Failure,Evening,0.7888859700647797,0.8840501949007631,0,3,23.66657910194339,10.0,4.580017301419858
2025-01-04 18:00:00,91,L47270,L,298.9,308.9,1753,25.8,33,0,No Failure,Evening,0.6478376983753207,0.8831914886599276,0,1,21.37864404638558,10.0,3.0136595925738683
2025-01-04 19:00:00,92,L47271,L,298.9,308.9,1830,24.9,35,0,No Failure,Evening,0.885297914889198,0.8742125481531361,0,1,30.98542702112193,10.0,3.132107550986911
2025-01-04 20:00:00,93,M14952,M,298.9,308.9,1727,27.1,37,0,No Failure,Evening,0.9043140194467589,0.9057992139683743,0,5,33.45961871953008,10.0,2.5528413014570575
2025-01-04 21:00:00,94,L47273,L,299.1,309.0,1450,43.0,40,0,No Failure,Evening,0.8245108790277985,0.9770518053083626,0,5,32.98043516111194,9.899999999999977,0.9867723717404102
2025-01-04 22:00:00,95,L47274,L,299.0,308.9,1622,31.9,42,0,No Failure,Evening,0.9083868719818244,0.9741868093223597,0,2,38.15224862323662,9.899999999999977,0.8234407826167262
2025-01-04 23:00:00,96,M14955,M,299.0,309.0,1351,52.2,44,0,No Failure,Evening,0.7975182385457563,0.9074236311945255,0,5,35.090802496013275,10.0,4.832486451645768
2025-01-05 00:00:00,97,M14956,M,299.0,309.0,1575,35.3,47,0,No Failure,Night,0.8090931317527976,0.9383678103970354,0,5,38.027377192381486,10.0,2.175616292984649
2025-01-05 01:00:00,98,M14957,M,298.9,308.9,1750,29.9,50,0,No Failure,Night,0.7710164073434198,0.9581224474712373,0,2,38.55082036717099,10.0,1.2521388206100041
2025-01-05 02:00:00,99,L47278,L,298.9,308.8,1529,32.7,53,0,No Failure,Night,0.610167650697638,0.8861810161942034,0,4,32.33888548697482,9.900000000000034,3.7218807704495487
2025-01-05 03:00:00,100,L47279,L,298.8,308.8,1523,44.4,55,0,No Failure,Night,0.6431565707973218,0.875221162884212,0,4,35.3736113938527,10.0,5.540180367940986
2025-01-05 04:00:00,101,L47280,L,298.8,308.9,1852,25.0,57,0,No Failure,Night,0.6125716742746937,0.9958143989818466,0,2,34.916585433657545,10.099999999999966,0.10464002545383377
2025-01-05 05:00:00,102,L47281,L,298.8,308.8,1991,20.7,59,0,No Failure,Night,0.8545641645055122,0.9426335969814428,0,2,50.41928570582522,10.0,1.1874845424841345
2025-01-05 06:00:00,103,L47282,L,298.8,308.8,1555,40.6,61,0,No Failure,Night,0.7257423924305306,0.9972123582750496,0,4,44.27028593826237,10.0,0.11317825403298563
2025-01-05 07:00:00,104,M14963,M,298.8,308.8,1441,40.5,63,0,No Failure,Night,0.8034282764658811,0.9006633980698343,0,4,50.61598141735051,10.0,4.02313237817171
2025-01-05 08:00:00,105,L47284,L,298.8,308.7,1450,43.4,66,0,No Failure,Morning,0.9630265895704372,0.9554547549961198,0,4,63.55975491164885,9.899999999999977,1.9332636331684023
2025-01-05 09:00:00,106,L47285,L,298.8,308.7,1591,31.1,68,0,No Failure,Morning,0.69971689165955,0.8833905454811857,0,4,47.5807486328494,9.899999999999977,3.6265540355351256
2025-01-05 10:00:00,107,L47286,L,298.8,308.7,1445,48.5,70,0,No Failure,Morning,0.7641531692142519,0.8891800256910869,0,3,53.49072184499764,9.899999999999977,5.374768753982286
2025-01-05 11:00:00,108,M14967,M,298.8,308.8,1497,46.8,72,0,No Failure,Morning,0.9022204554172195,0.9267853181904436,0,2,64.95987279003981,10.0,3.426447108687238
2025-01-05 12:00:00,109,H29522,H,298.9,308.8,1621,32.7,75,0,No Failure,Morning,0.6915192661966489,0.8979427188262107,0,1,51.86394496474867,9.900000000000034,3.337273094382911
2025-01-05 13:00:00,110,L47289,L,298.9,308.7,1572,34.1,80,0,No Failure,Morning,0.6307919639315172,0.8751432345760877,0,3,50.46335711452137,9.800000000000011,4.2576157009554105
2025-01-05 14:00:00,111,L47290,L,298.8,308.6,1872,22.5,82,0,No Failure,Morning,0.7159005811655073,0.8894321052983989,0,1,58.70384765557159,9.800000000000011,2.487777630786025
2025-01-05 15:00:00,112,H29525,H,298.7,308.6,1499,43.5,84,0,No Failure,Morning,0.6644885149016018,0.8553622591698796,0,1,55.81703525173455,9.900000000000034,6.291741726110236
2025-01-05 16:00:00,113,M14972,M,298.8,308.7,1498,39.5,89,0,No Failure,Evening,0.9718790609370292,0.955663543221623,0,5,86.4972364233956,9.899999999999977,1.7512900427458935
2025-01-05 17:00:00,114,M14973,M,298.8,308.6,1486,41.9,92,0,No Failure,Evening,0.9232481518257668,0.9238174985628792,0,2,84.93882996797055,9.800000000000011,3.1920468102153614
2025-01-05 18:00:00,115,L47294,L,298.8,308.6,1680,29.4,95,0,No Failure,Evening,0.8533615026041694,0.8641364599606788,0,3,81.06934274739609,9.800000000000011,3.9943880771560436
2025-01-05 19:00:00,116,L47295,L,298.8,308.6,1431,45.7,97,0,No Failure,Evening,0.9485842360750871,0.8757540989692737,0,2,92.01267089928345,9.800000000000011,5.678037677104192
2025-01-05 20:00:00,117,L47296,L,298.9,308.7,1564,34.1,99,0,No Failure,Evening,0.9214688307596458,0.8653801807168966,0,4,91.22541424520493,9.800000000000011,4.590535837553826
2025-01-05 21:00:00,118,L47297,L,298.8,308.6,1599,33.0,101,0,No Failure,Evening,0.6746280235544143,0.9418889212413815,0,2,68.13743037899584,9.800000000000011,1.9176655990344118
2025-01-05 22:00:00,119,M14978,M,298.8,308.6,1707,28.1,103,0,No Failure,Evening,0.9570235993959911,0.8641315545418741,0,1,98.57343073778709,9.800000000000011,3.817903317373339
2025-01-05 23:00:00,120,L47299,L,298.7,308.5,1467,40.7,106,0,No Failure,Evening,0.8157368967662603,0.9631423499552824,0,4,86.4681110572236,9.800000000000011,1.500106356820008
2025-01-06 00:00:00,121,L47300,L,298.9,308.7,1433,44.7,108,0,No Failure,Night,0.922976062065625,0.8530766378980587,0,2,99.6814147030875,9.800000000000011,6.567474285956779
2025-01-06 01:00:00,122,L47301,L,298.9,308.7,1558,41.2,110,0,No Failure,Night,0.9584365199693973,0.8874063681993838,0,2,105.4280171966337,9.800000000000011,4.638857630185388
2025-01-06 02:00:00,123,L47302,L,299.0,308.8,1310,50.7,112,0,No Failure,Night,0.7272013899887455,0.9836000013837861,0,1,81.4465556787395,9.800000000000011,0.831479929842044
2025-01-06 03:00:00,124,L47303,L,298.9,308.7,1546,43.4,114,0,No Failure,Night,0.6440207698110707,0.9577796977183369,0,4,73.41836775846205,9.800000000000011,1.832361119024177
2025-01-06 04:00:00,125,L47304,L,298.9,308.7,1727,29.4,116,0,No Failure,Night,0.6911740650167767,0.8609452499388531,0,1,80.1761915419461,9.800000000000011,4.088209651797718
2025-01-06 05:00:00,126,L47305,L,298.9,308.6,1560,32.2,118,0,No Failure,Night,0.7708431154505025,0.973168915672777,0,2,90.9594876231593,9.700000000000045,0.8639609153365817
2025-01-06 06:00:00,127,L47306,L,299.0,308.6,1329,60.5,120,0,No Failure,Night,0.9272059063689972,0.9239552682310307,1,3,111.26470876427967,9.600000000000023,4.600706272022643
2025-01-06 07:00:00,128,L47307,L,298.9,308.6,1413,46.5,122,0,No Failure,Night,0.9442922333025374,0.9770174540753244,1,3,115.20365246290956,9.700000000000045,1.068688385497417
2025-01-06 08:00:00,129,L47308,L,299.0,308.6,1587,38.6,124,0,No Failure,Morning,0.6027808522124762,0.940110966167559,1,5,74.74482567434706,9.600000000000023,2.3117167059322243
2025-01-06 09:00:00,130,L47309,L,298.9,308.5,1559,34.3,126,0,No Failure,Morning,0.8042989210310263,0.9522749548049287,1,3,101.34166404990931,9.600000000000023,1.636969050190944
2025-01-06 10:00:00,131,L47310,L,298.8,308.4,1473,41.1,128,0,No Failure,Morning,0.7669644012595116,0.9990252340593562,1,4,98.17144336121748,9.599999999999966,0.04006288016046138
2025-01-06 11:00:00,132,L47311,L,298.8,308.4,1737,27.7,130,0,No Failure,Morning,0.6888431241882921,0.8848503318886027,1,5,89.54960614447798,9.599999999999966,3.189645806685704
2025-01-06 12:00:00,133,M14992,M,298.7,308.4,1441,43.2,132,0,No Failure,Morning,0.6479461469334731,0.9435918362142083,1,4,85.52889139521845,9.699999999999989,2.4368326755462024
2025-01-06 13:00:00,134,M14993,M,298.7,308.4,1430,49.6,135,0,No Failure,Morning,0.7350460685614512,0.9190482085086098,1,3,99.2312192557959,9.699999999999989,4.015208857972954
2025-01-06 14:00:00,135,L47314,L,298.8,308.4,1369,53.0,138,0,No Failure,Morning,0.9771638815650077,0.8559177929384036,1,3,134.84861565597106,9.599999999999966,7.636356974264607
2025-01-06 15:00:00,136,M14995,M,298.8,308.5,1711,28.5,140,0,No Failure,Morning,0.7292811728083021,0.8521705962254298,1,2,102.09936419316229,9.699999999999989,4.213138007575251
2025-01-06 16:00:00,137,H29550,H,298.7,308.5,1420,45.7,143,0,No Failure,Evening,0.8075162486973464,0.8678842866726788,1,4,115.47482356372053,9.800000000000011,6.037688099058579
2025-01-06 17:00:00,138,L47317,L,298.7,308.6,1297,55.3,148,0,No Failure,Evening,0.881207583558071,0.9473637610807822,1,1,130.41872236659452,9.900000000000034,2.910784012232742
2025-01-06 18:00:00,139,H29552,H,298.8,308.6,1449,49.4,150,0,No Failure,Evening,0.7454518409517176,0.9350744631870088,1,2,111.81777614275764,9.800000000000011,3.207321518561764
2025-01-06 19:00:00,140,L47319,L,298.8,308.6,1268,55.8,155,0,No Failure,Evening,0.9887128330883843,0.9330144341745591,1,4,153.25048912869957,9.800000000000011,3.7377945730596025
2025-01-06 20:00:00,141,L47320,L,298.8,308.6,1511,36.1,157,0,No Failure,Evening,0.9849789179768444,0.854778514379239,1,5,154.64169012236457,9.800000000000011,5.242495630909471
2025-01-06 21:00:00,142,L47321,L,298.7,308.5,1544,35.2,159,0,No Failure,Evening,0.7007129183301457,0.9203954494540011,1,4,111.41335401449317,9.800000000000011,2.802080179219162
2025-01-06 22:00:00,143,M15002,M,298.6,308.4,1778,28.2,161,0,No Failure,Evening,0.7988994023569542,0.9886934226763793,1,5,128.62280377946962,9.799999999999955,0.31884548052610445
2025-01-06 23:00:00,144,H29557,H,298.6,308.4,1407,50.5,164,0,No Failure,Evening,0.7203513239267079,0.909638780396597,1,5,118.13761712398009,9.799999999999955,4.563241589971853
2025-01-07 00:00:00,145,M15004,M,298.6,308.4,1391,42.4,169,0,No Failure,Night,0.713936197750987,0.9437383704682685,1,3,120.65521741991681,9.799999999999955,2.3854930921454165
2025-01-07 01:00:00,146,L47325,L,298.5,308.4,1513,33.6,172,0,No Failure,Night,0.6147547789418131,0.9669728013434715,1,1,105.73782197799184,9.899999999999977,1.109713874859357
